response_id,query_id,title,provider,source_provider,asset_title,query,url,local_path,bytes,license,landing_url,exists
r_000014_01,q_000014,Handmade Candle Business Launch Plan,Wikimedia Commons,Wikimedia Commons,File:Handmade Pillar Candles 01.jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Handmade_Pillar_Candles_01.jpeg/1280px-Handmade_Pillar_Candles_01.jpeg,assets\r_000014_01_handmade_candles.jpg,152121,,,True
r_000015_01,q_000015,Project Plan: New Company Blog Launch,Openverse,flickr,Blogging?,blog writing laptop desk,https://live.staticflickr.com/4007/4263193267_fb5cee0c57.jpg,assets\r_000015_01_01_blog_writing_laptop_desk.jpg,30300,by,https://www.flickr.com/photos/37053322@N00/4263193267,True
r_000016_01,q_000016,Shared Team Availability: Sep 9-13,Openverse,flickr,Timetable - IMG_0771,weekly calendar planning,https://live.staticflickr.com/5574/14835895796_ac2a688942_b.jpg,assets\r_000016_01_01_weekly_calendar_planning.jpg,210967,by,https://www.flickr.com/photos/15216811@N06/14835895796,True
r_000017_01,q_000017,Classic No-Chill Chocolate Chip Cookies,Wikimedia Commons,Wikimedia Commons,Chocolate chip cookies,,https://commons.wikimedia.org/wiki/Special:FilePath/Chocolate_Chip_Cookies_-_kimberlykv.jpg,assets\r_000017_01_1_Chocolate_Chip_Cookies_-_kimberlykv.jpg,3465602,,,True
r_000018_01,q_000018,Hearty Vegan & Gluten-Free Shepherd's Pie,Wikimedia Commons,Wikimedia Commons,File:Granville Island Market - Shepherds pie.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Granville_Island_Market_-_Shepherds_pie.jpg/1280px-Granville_Island_Market_-_Shepherds_pie.jpg,assets\r_000018_01_shepherds_pie.jpg,309549,,,True
r_000019_01,q_000019,Hotel Options Near Liverpool Street Station,Wikimedia Commons,Wikimedia Commons,"File:Liverpool Street station, London, England-26Feb2011.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Liverpool_Street_station%2C_London%2C_England-26Feb2011.jpg/1280px-Liverpool_Street_station%2C_London%2C_England-26Feb2011.jpg,assets\r_000019_01_liverpool_street_station.jpg,433751,,,True
r_000020_01,q_000020,Kyoto Itinerary: A Day in Historic Higashiyama,Wikimedia Commons,Wikimedia Commons,"File:A view of Gion corner in Geisha district, Kyoto, Japan.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/A_view_of_Gion_corner_in_Geisha_district%2C_Kyoto%2C_Japan.jpg/1280px-A_view_of_Gion_corner_in_Geisha_district%2C_Kyoto%2C_Japan.jpg,assets\r_000020_01_gion_kyoto.jpg,252154,,,True
r_000021_01,q_000021,Troubleshooting Your Nighthawk R7000 Connection,Openverse,flickr,"home network, cable, linksys, voip, motorola",wireless router home,https://live.staticflickr.com/3182/2562812342_40f959026d_b.jpg,assets\r_000021_01_01_wireless_router_home.jpg,117600,by-sa,https://www.flickr.com/photos/8764442@N07/2562812342,True
r_000022_01,q_000022,Resolving DaVinci Resolve Instability in the Fusion Page,Openverse,flickr,The Editing Desk,video editing workstation,https://live.staticflickr.com/2813/13237194984_3804b47b67_b.jpg,assets\r_000022_01_01_video_editing_workstation.jpg,133055,by,https://www.flickr.com/photos/35402601@N08/13237194984,True
r_000023_01,q_000023,Follow-Up Email Draft: Senior Data Analyst,Openverse,flickr,Michael Gartenberg quote,professional email laptop,https://live.staticflickr.com/4014/4340184611_a5cce07433_b.jpg,assets\r_000023_01_01_professional_email_laptop.jpg,260560,by-sa,https://www.flickr.com/photos/67332546@N00/4340184611,True
r_000024_01,q_000024,Aura Band: Tune Into Your Inner State,Wikimedia Commons,Wikimedia Commons,File:Fitbit Alta HR landscape.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Fitbit_Alta_HR_landscape.jpg/1280px-Fitbit_Alta_HR_landscape.jpg,assets\r_000024_01_wearable_band.jpg,117013,,,True
r_000025_01,q_000025,AI Forward 2024: October 25th Schedule,Wikimedia Commons,Wikimedia Commons,File:Brain Bar 2023 audience 1.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Brain_Bar_2023_audience_1.jpg/1280px-Brain_Bar_2023_audience_1.jpg,assets\r_000025_01_1_conference.jpg,132814,,,True
r_000025_01,q_000025,AI Forward 2024: October 25th Schedule,Openverse,flickr,Robotic Parenting,conference robot technology,https://live.staticflickr.com/222/483475990_9240dccb82_b.jpg,assets\r_000025_01_01_conference_robot_technology.jpg,166045,by,https://www.flickr.com/photos/44124348109@N01/483475990,True
r_000025_01,q_000025,AI Forward 2024: October 25th Schedule,Wikimedia Commons,Wikimedia Commons,File:Fiammetta Diani keynote (20892645654).jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Fiammetta_Diani_keynote_%2820892645654%29.jpg/1280px-Fiammetta_Diani_keynote_%2820892645654%29.jpg,assets\r_000025_01_3_business.jpg,137208,,,True
r_000026_01,q_000026,Your Personal Ethereal Beats Festival Itinerary,Openverse,flickr,Stage lighting : Side Spot Light,music festival stage lights,https://live.staticflickr.com/3733/9481014999_e561c50518_b.jpg,assets\r_000026_01_01_music_festival_stage_lights.jpg,98836,by,https://www.flickr.com/photos/11250735@N07/9481014999,True
r_000026_01,q_000026,Your Personal Ethereal Beats Festival Itinerary,Wikimedia Commons,Wikimedia Commons,File:Crowd Outlaw Music Festival Tour BankNH Pavilion 108 Kimball Road Gilford NH August 2025 01.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Crowd_Outlaw_Music_Festival_Tour_BankNH_Pavilion_108_Kimball_Road_Gilford_NH_August_2025_01.jpg/1280px-Crowd_Outlaw_Music_Festival_Tour_BankNH_Pavilion_108_Kimball_Road_Gilford_NH_August_2025_01.jpg,assets\r_000026_01_2_music_festival_crowd.jpg,438108,,,True
r_000026_01,q_000026,Your Personal Ethereal Beats Festival Itinerary,Openverse,flickr,DSC_0110,concert lights crowd,https://live.staticflickr.com/5143/5636324568_1bcb4bf733_b.jpg,assets\r_000026_01_02_concert_lights_crowd.jpg,133369,by-sa,https://www.flickr.com/photos/42757699@N04/5636324568,True
r_000027_01,q_000027,Social Media Preferences by Age: Survey Analysis,Openverse,flickr,20110315-NodeXL-Twitter-#analytics,social media analytics chart,https://live.staticflickr.com/5137/5529960692_605ff196bd_b.jpg,assets\r_000027_01_01_social_media_analytics_chart.jpg,168714,by,https://www.flickr.com/photos/49503165485@N01/5529960692,True
r_000028_01,q_000028,Analysis of Li-Ion Battery Degradation Research,Openverse,flickr,Army scientists energize battery research,battery research laboratory,https://live.staticflickr.com/7236/7222825892_e39ff654ff_b.jpg,assets\r_000028_01_01_battery_research_laboratory.jpg,158355,by-sa,https://www.flickr.com/photos/34402227@N03/7222825892,True
r_000028_01,q_000028,Analysis of Li-Ion Battery Degradation Research,Wikimedia Commons,Wikimedia Commons,File:The laboratory of the Manufacturing Chemist A. G. Hanckwitz Wellcome L0012718.jpg,,https://upload.wikimedia.org/wikipedia/commons/7/79/The_laboratory_of_the_Manufacturing_Chemist_A._G._Hanckwitz_Wellcome_L0012718.jpg,assets\r_000028_01_2_chemistry_diagram.jpg,908411,,,True
r_000029_01,q_000029,iPhone 13 Pro vs. Pixel 6 Pro: A Head-to-Head Comparison,Wikimedia Commons,Wikimedia Commons,File:Apple iPhone 13 Pro and 13 Pro Max.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Apple_iPhone_13_Pro_and_13_Pro_Max.jpg/1280px-Apple_iPhone_13_Pro_and_13_Pro_Max.jpg,assets\r_000029_01_iphone_13_pro.jpg,155903,,,True
r_000030_01,q_000030,Value vs. Growth Investing: A Strategic Breakdown,Wikimedia Commons,Wikimedia Commons,File:Market data on display at Taiwan Stock Exchange 20210208.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Market_data_on_display_at_Taiwan_Stock_Exchange_20210208.jpg/1280px-Market_data_on_display_at_Taiwan_Stock_Exchange_20210208.jpg,assets\r_000030_01_1_magnifying_glass_stock_market.jpg,340417,,,True
r_000030_01,q_000030,Value vs. Growth Investing: A Strategic Breakdown,Openverse,flickr,Net closing in on missing Stein Bagger millions...,growth investing chart,https://live.staticflickr.com/4094/4894548324_0aca096778_b.jpg,assets\r_000030_01_01_growth_investing_chart.jpg,212925,by,https://www.flickr.com/photos/91198056@N00/4894548324,True
r_000031_01,q_000031,Mortgage Payment Summary,Openverse,flickr,Rage Digital - iRealty App,mortgage calculator,https://live.staticflickr.com/2782/4491013838_1304f82dc2_b.jpg,assets\r_000031_01_01_mortgage_calculator.jpg,75094,by,https://www.flickr.com/photos/24231889@N02/4491013838,True
r_000032_01,q_000032,Project Timeline and Critical Path Analysis,Wikimedia Commons,Wikimedia Commons,File:GanttPRO Gantt Chart Software.png,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/GanttPRO_Gantt_Chart_Software.png/1280px-GanttPRO_Gantt_Chart_Software.png,assets\r_000032_01_1_ganttchart.jpg,175167,,,True
r_000032_01,q_000032,Project Timeline and Critical Path Analysis,Wikimedia Commons,Wikimedia Commons,File:Construction foundation.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Construction_foundation.jpg/1280px-Construction_foundation.jpg,assets\r_000032_01_2_construction_foundation.jpg,293587,,,True
r_000032_01,q_000032,Project Timeline and Critical Path Analysis,Openverse,flickr,"Sumner Ferry construction, frames",construction framing,https://live.staticflickr.com/8324/8122671541_8388b93af0_b.jpg,assets\r_000032_01_01_construction_framing.jpg,231336,by,https://www.flickr.com/photos/48039697@N05/8122671541,True
r_000033_01,q_000033,Flight Selection Context,Wikimedia Commons,Wikimedia Commons,File:C-47 AIRPLANE DEPARTURE WITH EDWARDS AIR FORCE BASE CALIFORNIA PILOTS AND HANGAR CREW - NARA - 17442055.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/C-47_AIRPLANE_DEPARTURE_WITH_EDWARDS_AIR_FORCE_BASE_CALIFORNIA_PILOTS_AND_HANGAR_CREW_-_NARA_-_17442055.jpg/1280px-C-47_AIRPLANE_DEPARTURE_WITH_EDWARDS_AIR_FORCE_BASE_CALIFORNIA_PILOTS_AND_HANGAR_CREW_-_NARA_-_17442055.jpg,assets\r_000033_01_flight_departure.jpg,274795,,,True
r_000034_01,q_000034,"Kyoto Family Itinerary: November 5-9, 2024",Wikimedia Commons,Wikimedia Commons,File:Four ladies wearing a yukata in front of the North Gate of Kiyomizu-dera temple Kyoto Japan.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Four_ladies_wearing_a_yukata_in_front_of_the_North_Gate_of_Kiyomizu-dera_temple_Kyoto_Japan.jpg/1280px-Four_ladies_wearing_a_yukata_in_front_of_the_North_Gate_of_Kiyomizu-dera_temple_Kyoto_Japan.jpg,assets\r_000034_01_kiyomizu_dera_temple.jpg,472610,,,True
r_000035_01,q_000035,Eiffel Tower to Louvre: Travel Options,Wikimedia Commons,Wikimedia Commons,File:Eiffel Tower and Pont Alexandre III at night.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Eiffel_Tower_and_Pont_Alexandre_III_at_night.jpg/1280px-Eiffel_Tower_and_Pont_Alexandre_III_at_night.jpg,assets\r_000013_01_1_eiffel-tower_paris.jpg,186121,,,True
r_000035_01,q_000035,Eiffel Tower to Louvre: Travel Options,Wikimedia Commons,Wikimedia Commons,"File:Cour Carrée, Louvre Museum, 2 April 2009.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Cour_Carr%C3%A9e%2C_Louvre_Museum%2C_2_April_2009.jpg/1280px-Cour_Carr%C3%A9e%2C_Louvre_Museum%2C_2_April_2009.jpg,assets\r_000035_01_2_louvre_museum.jpg,198483,,,True
r_000035_01,q_000035,Eiffel Tower to Louvre: Travel Options,Wikimedia Commons,Wikimedia Commons,"File:Paris, Metro-Station -Ménilmontant- -- 2014 -- 1382.jpg",Paris Metro sign,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Paris%2C_Metro-Station_-M%C3%A9nilmontant-_--_2014_--_1382.jpg/1280px-Paris%2C_Metro-Station_-M%C3%A9nilmontant-_--_2014_--_1382.jpg,assets\r_000035_01_01_paris_metro_sign.jpg,143524,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File%3AParis%2C_Metro-Station_-M%C3%A9nilmontant-_--_2014_--_1382.jpg,True
r_000036_01,q_000036,California Coast Photography Road Trip,Wikimedia Commons,Wikimedia Commons,"File:Big Sur, Pacific Coast, California, USA24.jpg",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Big_Sur%2C_Pacific_Coast%2C_California%2C_USA24.jpg/1280px-Big_Sur%2C_Pacific_Coast%2C_California%2C_USA24.jpg,assets\r_000036_01_big_sur_coast.jpg,391103,,,True
r_000036_01,q_000036,California Coast Photography Road Trip,Wikimedia Commons,Wikimedia Commons,File:Half Dome with Eastern Yosemite Valley.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Half_Dome_with_Eastern_Yosemite_Valley.jpg/1280px-Half_Dome_with_Eastern_Yosemite_Valley.jpg,assets\r_000036_01_yosemite_valley.jpg,454762,,,True
r_000037_01,q_000037,GRE Quant Study Plan: 5 Weeks to Test Day,Openverse,flickr,"Pen, Diary and Glasses",study plan desk,https://live.staticflickr.com/4099/4827013488_60953318d3_b.jpg,assets\r_000037_01_01_study_plan_desk.jpg,90951,by,https://www.flickr.com/photos/46959536@N04/4827013488,True
r_000038_01,q_000038,Earth's Giant Puzzle: A Guide to Plate Tectonics,Openverse,flickr,Map Of Major Tectonic Plates In The World,plate tectonics world map,https://live.staticflickr.com/4090/5051807235_443d12d95b.jpg,assets\r_000038_01_01_plate_tectonics_world_map.jpg,63143,by,https://www.flickr.com/photos/45150779@N04/5051807235,True
r_000039_01,q_000039,Handling Flexible Function Arguments in Python,Openverse,flickr,SML SilverGlass Ubuntu Desktop Theme: 1 of 5: gedit in dark tango theme / 2009-03-04 / SML Screenshots,python console screenshot,https://live.staticflickr.com/2799/4107577760_bd8e726b3a_b.jpg,assets\r_000039_01_01_python_console_screenshot.jpg,129076,by-sa,https://www.flickr.com/photos/48973657@N00/4107577760,True
r_000040_01,q_000040,"JavaScript Variable Declaration: var, let, and const",Openverse,flickr,the JavaScript Code,javascript code screen,https://live.staticflickr.com/2326/2378867408_4cc90791d6_b.jpg,assets\r_000040_01_01_javascript_code_screen.jpg,156412,by,https://www.flickr.com/photos/89943077@N00/2378867408,True
r_000041_01,q_000041,Podcast Recommendations: Narrative-Driven Tech & Science,Wikimedia Commons,Wikimedia Commons,File:Adobe Connect Webinar & Podcast setting.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Adobe_Connect_Webinar_%26_Podcast_setting.jpg/1280px-Adobe_Connect_Webinar_%26_Podcast_setting.jpg,assets\r_000041_01_1_podcast.jpg,243383,,,True
r_000041_01,q_000041,Podcast Recommendations: Narrative-Driven Tech & Science,Wikimedia Commons,Wikimedia Commons,File:Belgrad - Museum of Science and Technology - Electron microscope ARL.jpg,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Belgrad_-_Museum_of_Science_and_Technology_-_Electron_microscope_ARL.jpg/1280px-Belgrad_-_Museum_of_Science_and_Technology_-_Electron_microscope_ARL.jpg,assets\r_000041_01_2_science.jpg,310210,,,True
r_000041_01,q_000041,Podcast Recommendations: Narrative-Driven Tech & Science,Openverse,flickr,Mixer and digital recorder,technology podcast studio,https://live.staticflickr.com/23/31207220_b746edaacc_b.jpg,assets\r_000041_01_01_technology_podcast_studio.jpg,211924,by,https://www.flickr.com/photos/70816538@N00/31207220,True
r_000042_01,q_000042,Your Curated Dinner Party Soundtrack,Wikimedia Commons,Wikimedia Commons,Candle light dinner,,https://commons.wikimedia.org/wiki/Special:Redirect/file/Candle_light_dinner_(306970309).jpg?width=1200,assets\r_000042_01_4_dinnerparty_cozy.jpg,649229,,,True
